"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1832","1435230_at",-0.867233510508949,7.22192536041584,-12.6139553063056,3.15030253334778e-11,3.60405663508085e-09,15.8995506587599
"829","1415844_at",-1.47532945015961,6.9454448352501,-12.440285510448,4.07265807329165e-11,4.57893160274739e-09,15.6425344024746
"4409","1424407_s_at",-0.863332883120815,8.55949721325813,-12.3644677211535,4.55978675342689e-11,5.03972363035538e-09,15.5293930621784
"620","1415856_at",1.19691090781498,9.27937553167532,12.2054509902967,5.78911715082660e-11,6.26481703733954e-09,15.2902209130372
"3974","1428089_at",-1.11602171602939,6.99654822747083,-12.1900357493418,5.92539121811224e-11,6.26481703733954e-09,15.2668992761327
"5210","1417155_at",1.11587164953287,9.88430526926265,12.1865765465965,5.95642779198055e-11,6.26481703733954e-09,15.2616625447079
"2386","1436976_a_at",-1.11895999951955,6.89401533080301,-12.146166906641,6.33179253820372e-11,6.55390780025817e-09,15.2003978509636
"3029","1435227_at",-1.25601328557867,7.68623161835585,-12.0710575577439,7.09639425858088e-11,7.23056046253217e-09,15.0860813473708
"3498","1428480_at",1.32760503452954,9.43637785470529,12.0051333396748,7.84671425909443e-11,7.87206518208535e-09,14.9852662769914
"3083","1437168_at",-0.897595446976105,6.49610153290711,-11.9888581346729,8.04437101062562e-11,7.94808232731662e-09,14.9603081416597
"1131","1425083_at",-1.16806536153182,6.86955656967266,-11.945092891331,8.60202743256287e-11,8.37221207279738e-09,14.8930574688179
"2660","1424766_at",0.901620509884852,8.71848915433272,11.9330630624335,8.76226021505092e-11,8.40274983269809e-09,14.8745372447982
"3","1416677_at",-1.05197666122281,7.78069295789933,-11.8441290210466,1.00475936470602e-10,9.49570408296807e-09,14.7371518957618
"5808","1442277_at",-0.981615581273299,6.79404678107008,-11.8144685738484,1.05187171845441e-10,9.79893639434457e-09,14.6911478908103
"5398","1416478_a_at",0.933601297135787,11.8108179146874,11.7647836117827,1.13601313596972e-10,1.04337206474064e-08,14.6138775396173
"1912","1455771_at",-0.851041878362535,6.87845053785435,-11.7427243421388,1.17558897751352e-10,1.06472440588412e-08,14.5794871162608
"6627","1416783_at",-0.982875500542219,7.06309585703682,-11.6864970792272,1.28309361202068e-10,1.14617170465573e-08,14.4915950033142
"1346","1424402_at",-1.05396338217766,7.88264482709373,-11.6384500085717,1.38305954742194e-10,1.21877450118087e-08,14.4162227433344
"6356","1416807_at",0.85949736669432,12.4806200348406,11.6036550012362,1.46049278283034e-10,1.26984979157822e-08,14.3614849057876
"1388","1419127_at",-1.07015104171265,7.04533802411126,-11.587002892554,1.49913437748241e-10,1.28629674678458e-08,14.335242603671
"448","1454646_at",-1.21092916361568,7.24553436003933,-11.5425424150329,1.60760924597544e-10,1.3614571289618e-08,14.2650303582038
"3907","1457086_at",1.00095298907043,6.94552238946976,11.506913353127,1.70042134782975e-10,1.42159584733305e-08,14.2086106102709
"1498","1416776_at",1.10893774987491,7.26264367857791,11.4906426710709,1.74464450321098e-10,1.44010465891631e-08,14.1827997262003
"1492","1448191_at",1.10353684142744,9.58421489801439,11.4333781832324,1.91004591461438e-10,1.55692617615005e-08,14.0917297399639
"4491","1420476_a_at",0.906901030289506,11.4292155434979,11.4252656922845,1.9347653855555e-10,1.55760556533425e-08,14.0787992276805
"4410","1452065_at",-0.880790182456163,6.37930889764601,-11.2724815108081,2.46803656120705e-10,1.96269102629648e-08,13.833928138563
"227","1416630_at",1.07870676421702,10.5283951176914,11.2598589690825,2.51844820360047e-10,1.97471112779089e-08,13.8135825732903
"3466","1418237_s_at",1.10954827618411,9.13723951606537,11.2536306858465,2.54371622043298e-10,1.97471112779089e-08,13.8035370481955
"4931","1421654_a_at",-0.976736881904801,7.81592871748761,-11.2213625634035,2.67891713344126e-10,2.045221067292e-08,13.7514232364997
"5719","1416664_at",1.2711501058079,11.0641552131761,11.2171132864595,2.69727053806336e-10,2.045221067292e-08,13.7445519276173
"3901","1416688_at",-1.11711282370409,7.47001979217715,-11.1634625911957,2.9405842916507e-10,2.20408622596025e-08,13.6576228081432
"2028","1417618_at",-1.32579560831625,7.8586186665309,-11.1129140991112,3.19075938663505e-10,2.35907259518937e-08,13.5754257349735
"476","1416107_at",-1.06334300469101,8.67167924224591,-11.1073320455062,3.21971263566714e-10,2.35907259518937e-08,13.5663311697219
"1668","1426612_at",1.0023890653383,10.8869012765833,11.093911207262,3.29044854022561e-10,2.38411277009013e-08,13.5444509284718
"2856","1428452_at",1.25932869665021,9.44984314868664,11.0422003265071,3.57847032213578e-10,2.56430823853268e-08,13.4599560855228
"2530","1448358_s_at",0.837292790929151,12.1755448590426,11.0282825493345,3.66038515289779e-10,2.59449691109201e-08,13.4371630873394
"3858","1418439_at",0.932439259845989,10.8665025507742,11.0157084886125,3.73606873160559e-10,2.61966711815054e-08,13.4165518373024
"5609","1454782_at",-0.976096022288333,6.73907289986884,-11.0019189125172,3.82094283734692e-10,2.65067747258929e-08,13.3939275411166
"206","1417506_at",1.17239404284604,10.3060025367739,10.9863439727007,3.91922242846231e-10,2.69023678484239e-08,13.3683481005413
"2966","1455099_at",1.00356046078548,9.17959762547273,10.9777651296824,3.97447542221657e-10,2.6997452321119e-08,13.3542469098056
"3294","1422016_a_at",0.845044932431595,8.51973329214818,10.9457304803027,4.1880639929695e-10,2.81550157712929e-08,13.3015170379965
"3649","1448357_at",1.06957818819187,11.5467154159182,10.924706626167,4.33469894441368e-10,2.88434406291037e-08,13.2668476875916
"4815","1437880_at",-0.952224135044854,6.49831743718818,-10.914792212738,4.40569216804208e-10,2.9019715785659e-08,13.2504808384446
"4690","1417511_at",1.13551712487747,10.0055447423967,10.8613280188834,4.80993471176765e-10,3.13655842554368e-08,13.1620275922358
"4428","1422488_at",0.960641089164742,9.53712856865651,10.8540720124719,4.86769923263178e-10,3.14279868277147e-08,13.1499977191222
"3987","1423365_at",-0.828440471498721,7.49102415356048,-10.8351282731081,5.02193480088449e-10,3.21059184672233e-08,13.1185620148063
"4373","1424511_at",1.06858365833448,10.1174646654218,10.8247085626531,5.10892791414887e-10,3.23449698331697e-08,13.1012536970333
"4095","1433408_a_at",0.952301726633634,8.78289175685116,10.769496092221,5.59677532434471e-10,3.50928575865883e-08,13.0093306354774
"4768","1428434_at",-0.882474465091536,7.91408850535925,-10.7356211696758,5.91984584611639e-10,3.67650616785952e-08,12.9527579191534
"6519","1452406_x_at",-1.1482778555738,11.4792043995252,-10.7279544626131,5.99561931700883e-10,3.68843712888817e-08,12.9399356939014
"5571","1423078_a_at",1.0359058753923,9.44406918927358,10.5636485358227,7.88655932212646e-10,4.8063788167838e-08,12.6634937499988
"478","1419074_at",-0.797938150569713,7.84580235078569,-10.4607693471192,9.37767449368954e-10,5.66220512716199e-08,12.4887860607006
"2312","1428079_at",-0.966967769540775,8.72390272177016,-10.3041052918099,1.22352981474318e-09,7.31985130453237e-08,12.2203244738685
"5370","1443260_at",-0.856845932359525,7.28690889360873,-10.2505062805772,1.34095716413094e-09,7.94943787936171e-08,12.1278007840621
"4197","1428349_s_at",-1.39296877769702,7.951214864374,-10.2242868284586,1.40260814851068e-09,8.24000696976408e-08,12.0824139638457
"1846","1416961_at",0.821475817415687,9.59746625733863,10.1648021075375,1.55364706799639e-09,8.99842390335593e-08,11.9791350164857
"1463","1449827_at",-0.767561857979127,7.07436657616012,-10.1626926728735,1.55930363606689e-09,8.99842390335593e-08,11.9754646734404
"6286","1417037_at",0.863961475791541,9.73675226640071,10.1450328346836,1.60750708513549e-09,9.19522254576186e-08,11.9447159326105
"4332","1417498_at",-1.07006191228051,8.05650246511844,-10.1389974909321,1.62433365784732e-09,9.21067807201944e-08,11.9341986821569
"6389","1422198_a_at",0.976791202929634,8.56534880670879,10.0551200095252,1.87808571341655e-09,1.05577559803356e-07,11.7875726228688
"4187","1429812_at",0.778387718009192,8.07271430012321,10.0393703491092,1.9301545168425e-09,1.07577244481453e-07,11.7599446390101
"4530","1417050_at",-0.88548323858103,6.9604661571444,-10.0044868103714,2.05088922740412e-09,1.1333770043985e-07,11.6986436179439
"721","1418680_at",-0.946685010518254,7.17571438310865,-9.96453504999771,2.19885575444518e-09,1.20493599787706e-07,11.6282521473825
"4537","1421144_at",0.974566997436535,11.5986434694937,9.94507647219701,2.27489699415825e-09,1.22357546539622e-07,11.5938965237428
"5707","1437390_x_at",-0.750372741186459,7.79340356412459,-9.94433557608067,2.27784571346179e-09,1.22357546539622e-07,11.5925874895642
"5718","1448122_at",0.980376375452538,12.3441121364311,9.94150164011772,2.28916127554575e-09,1.22357546539622e-07,11.5875797927436
"415","1426650_at",-1.01245363091271,7.55215111928858,-9.88867690288982,2.51111531837438e-09,1.33129943017231e-07,11.4940539768473
"3887","1427640_a_at",-1.16072542153369,7.24490798588004,-9.83955557482213,2.73758643735764e-09,1.43966138371042e-07,11.4067741532439
"22","1416030_a_at",1.42089625281109,11.1994564867353,9.82569519526305,2.8052520708292e-09,1.4539482802987e-07,11.3820923904482
"2637","1427347_s_at",-1.11295074503811,9.91696488195709,-9.82486768364089,2.80934647013703e-09,1.4539482802987e-07,11.3806180477433
"5315","1437201_at",-0.723285586504382,6.42241208025556,-9.81721960295414,2.84748294690684e-09,1.46208159817161e-07,11.3669877396712
"4631","1415810_at",0.815581814259176,10.2281711452267,9.78321201266273,3.02368120197704e-09,1.54042383735096e-07,11.3062913972634
"761","1448852_at",-1.07278591110795,7.59505512273713,-9.77068526946472,3.09140429149412e-09,1.56271685153745e-07,11.2838973646588
"5893","1428823_at",0.748021784177137,8.91759973558141,9.75756848128537,3.16400713216369e-09,1.58711465452611e-07,11.2604274470038
"5502","1454661_at",0.820275987524035,12.6910113871265,9.73020488429015,3.32122317465626e-09,1.64453776973446e-07,11.211396210495
"737","1422561_at",-0.830611961706151,6.78493437041738,-9.72889969296071,3.3289217237379e-09,1.64453776973446e-07,11.2090551657116
"2859","1418054_at",0.897247061466825,6.25446184320685,9.71755711707971,3.39660992792569e-09,1.66536040150402e-07,11.1887016435114
"2020","1452585_at",0.960823799197632,9.71816242177962,9.70399071330083,3.47944956018169e-09,1.69324556581678e-07,11.1643363634361
"2642","1424624_at",-0.692412960893432,7.39991773236218,-9.67212368107789,3.68239144364273e-09,1.77873145214772e-07,11.1070119976456
"5426","1442454_at",-0.991244945338728,7.98631058694239,-9.62994391004558,3.97007144803045e-09,1.89136680107702e-07,11.0309394542567
"4959","1435558_at",-0.624296198561342,6.65055570121522,-9.62944907350492,3.97358153270282e-09,1.89136680107702e-07,11.0300456667961
"170","1423714_at",0.857194696950366,9.38545409781583,9.57983813690584,4.3423692583088e-09,2.05192680677041e-07,10.9402796302657
"6021","1457157_at",0.717906259178423,7.47547366148984,9.54415581198608,4.62945483411686e-09,2.1628368784189e-07,10.8755229513423
"4489","1430583_at",-0.732346132666628,6.93873997140284,-9.54247957491082,4.64341608616233e-09,2.1628368784189e-07,10.8724769172308
"3213","1416076_at",0.986515884360969,10.5704870490113,9.49766484197519,5.03333497759124e-09,2.32782818360798e-07,10.7909075462327
"6221","1420592_a_at",0.868990440295521,10.6313464682305,9.48972380002973,5.10589715626959e-09,2.34475741943901e-07,10.7764269776858
"5566","1423700_at",0.979371136468448,9.34966263932234,9.48359880463481,5.16260598414409e-09,2.3542205330492e-07,10.7652524878584
"2060","1450968_at",0.869195289551403,10.962769190767,9.4780766125592,5.21429391493058e-09,2.36127851522655e-07,10.7551736493018
"2889","1435603_at",-0.827678338594038,6.95399811175528,-9.43561987953377,5.6300682691241e-09,2.53197759882471e-07,10.6775534142341
"1782","1416417_a_at",0.86456527641462,10.9439068077558,9.41246950424885,5.87112729686565e-09,2.62230281526445e-07,10.635132173685
"3010","1416313_at",-0.91435711846105,9.03490180318479,-9.37097980584971,6.3303087103225e-09,2.80815939455871e-07,10.5589334182276
"4451","1438667_at",-1.06708622391064,7.08733697103488,-9.36575468135736,6.39072333345154e-09,2.81580451739443e-07,10.5493214175815
"1044","1419834_x_at",-0.752194234835856,8.01135509209172,-9.34909489697062,6.58737427761774e-09,2.88297098418425e-07,10.5186510501727
"732","1451440_at",-0.980258656244566,6.95015745059597,-9.34032834709132,6.69336437270954e-09,2.90982860496259e-07,10.5024976300336
"1018","1417919_at",1.08519920434271,9.22496686141361,9.33544764787731,6.75313849844826e-09,2.91637193035636e-07,10.4935000630167
"1813","1418178_at",-0.860496088121144,8.4490711867544,-9.32805797499438,6.84469600644716e-09,2.92859923472682e-07,10.4798713573817
"1097","1418852_at",-0.954566659008425,7.17633322405822,-9.32593215383192,6.87127254889133e-09,2.92859923472682e-07,10.4759494202825
"5404","1446951_at",-0.688776034298099,6.41271341957445,-9.32170054463421,6.92449425245829e-09,2.93211863768055e-07,10.4681407696254
"1294","1430123_a_at",0.666492817441254,12.7427972884823,9.31126735296392,7.05754901724779e-09,2.9691791704176e-07,10.4488783729993
"423","1418106_at",-0.699268907355322,6.64165115269154,-9.28944243150677,7.34452904466236e-09,3.07010730129765e-07,10.4085383958429
"475","1439148_a_at",0.970914937190802,10.2964253959071,9.26244619679111,7.71633472012189e-09,3.20498208343407e-07,10.3585548198875
"996","1416547_at",0.910004223549064,10.0784044981538,9.25316064169154,7.84868757794086e-09,3.23932225922483e-07,10.3413407868102
"2777","1417411_at",-0.89075778351132,7.30168272102148,-9.24107516248796,8.02448447483911e-09,3.29104800380037e-07,10.3189193745225
"2163","1417772_at",0.878739749526755,9.25423469845147,9.23068053872226,8.17895145613519e-09,3.31985231332966e-07,10.2996197447764
"1171","1448582_at",1.0492333214085,9.72501593685923,9.22664866744972,8.23969326072073e-09,3.31985231332966e-07,10.29213002201
"568","1416164_at",-1.06577212135121,7.67802478181051,-9.22577538907393,8.25291108318705e-09,3.31985231332966e-07,10.2905075163874
"680","1426155_a_at",-0.766069954980439,6.51567697841086,-9.22124492730199,8.32183733836532e-09,3.31985231332966e-07,10.2820885658336
