"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"835","1421912_at",1.45994371179675,6.96813447621578,17.1390751558391,9.05751643424553e-14,7.57231598304039e-12,21.6159548651859
"1766","1424383_at",1.12374424498821,7.92131772459258,16.6810651707844,1.53637078081478e-13,1.26818656477129e-11,21.0771679919422
"654","1449998_at",-1.17575730551715,6.43379035424738,-16.5677598481895,1.75433133132098e-13,1.42999932644301e-11,20.9418124787167
"6404","1448862_at",-1.23903801836752,7.75180215496588,-16.4537660991877,2.0064222823734e-13,1.6152937905379e-11,20.8047897901951
"2","1452317_at",-1.83394474613684,7.26127508437159,-16.3707487081316,2.21364432320618e-13,1.76038715019847e-11,20.7044629617426
"1596","1428942_at",2.52858105872708,10.5201753819809,16.3223082527683,2.34477433186687e-13,1.84220161663902e-11,20.6457113155831
"964","1426752_at",0.984057831071571,8.53494900757331,16.2366203489761,2.59698375955957e-13,2.01044249463622e-11,20.5413999176682
"4028","1443995_at",1.40762402996202,6.41818827256562,16.2210445448511,2.64579281782879e-13,2.01044249463622e-11,20.5223859539512
"3798","1420416_at",-1.75002690034124,8.13851763531435,-16.2192731830123,2.65140399537977e-13,2.01044249463622e-11,20.5202225527936
"1741","1416242_at",1.22905447757678,8.10008248535197,16.1941562367315,2.73231866473737e-13,2.04798276008648e-11,20.4895239505595
"838","1419095_a_at",2.19810741968584,8.99029151036089,16.137034841246,2.92608653781155e-13,2.16829662648513e-11,20.4195499893495
"620","1415856_at",1.39801440280096,9.27937553167532,15.9389114734956,3.71705593905149e-13,2.72347435714098e-11,20.1751250420917
"3929","1427242_at",1.16595049773739,6.03886076643154,15.8304726307569,4.2417212686435e-13,3.03041731788947e-11,20.0401985075442
"6342","1436736_x_at",-1.70023776445683,10.2819906684873,-15.8252309270908,4.26896365707634e-13,3.03041731788947e-11,20.0336557135628
"5260","1435680_a_at",0.979993717044519,7.05337120398847,15.8239989061566,4.27539324100339e-13,3.03041731788947e-11,20.0321176031735
"4732","1417806_at",-1.14739244092883,7.6785683242617,-15.7608914851095,4.6186373381143e-13,3.23850904105842e-11,19.9531893818392
"4527","1436221_at",-1.28367085965242,7.36870114166968,-15.736055759542,4.76150179710357e-13,3.30316523605451e-11,19.9220507914514
"2946","1454906_at",-1.28993492545817,8.09877562939893,-15.634153366461,5.39777237237499e-13,3.7051445937113e-11,19.7938315218432
"3614","1423424_at",1.70330527093779,8.07040336953935,15.6052300369698,5.59409925696017e-13,3.79990846402472e-11,19.7573043632013
"5867","1421579_at",-1.09634355608945,7.62992974999866,-15.5853841056626,5.7331121652596e-13,3.85418808553174e-11,19.7322065229422
"906","1424890_at",-1.08475922995447,7.30584800337136,-15.4517285993927,6.76838715533948e-13,4.50374006530293e-11,19.5624458894038
"4950","1417081_a_at",1.31512913104736,8.51291260632264,15.4273232971748,6.97760869037575e-13,4.59605921918588e-11,19.5313088111571
"112","1417108_at",0.971388204076455,8.06675160388348,15.3027509570671,8.15585981980308e-13,5.31843618849359e-11,19.3717005230309
"5783","1426696_at",1.34628930213595,8.78059992616741,15.2601357013232,8.60514062950457e-13,5.55585366782171e-11,19.3168390893315
"1630","1417761_at",1.70087937053135,7.59943521217036,15.0937264986849,1.06224469450251e-12,6.79107613024593e-11,19.1013235808499
"6218","1426362_at",0.923751454886186,6.96863830249201,15.0373306445966,1.14133954623447e-12,7.22589823397571e-11,19.0278172154392
"7","1416122_at",-1.28784835953607,11.5303891918574,-15.0004786861201,1.19632527454e-12,7.50118953391859e-11,18.9796551986849
"5391","1427399_a_at",1.17315403696327,6.20261931288948,14.9031757533547,1.35521004890863e-12,8.4164997418411e-11,18.8519958461284
"494","1418918_at",1.68974661732026,7.97998221401636,14.7926126739997,1.56280357147473e-12,9.61419065055351e-11,18.7060635781028
"3437","1448845_at",0.971763084963321,6.54480970242166,14.6835482418314,1.8002897163168e-12,1.09716721870111e-10,18.5611872251256
"913","1450109_s_at",1.28231156407287,6.64746994878864,14.6731680585513,1.82477586775225e-12,1.10179291051967e-10,18.5473505683153
"2439","1417695_a_at",1.09756046228155,8.89040603836364,14.5130523472858,2.24983328124792e-12,1.3459782410108e-10,18.3328501445247
"5533","1419289_a_at",0.850785815983687,6.75573267493467,14.4714196682846,2.37647159041314e-12,1.40881556737128e-10,18.2767456792926
"416","1433844_a_at",1.43792880791969,8.06884167367146,14.4446599596997,2.46177735710473e-12,1.44543424859474e-10,18.2406114998011
"6550","1424445_at",0.997522342424282,6.87371019078555,14.4382829615446,2.4825737746145e-12,1.44543424859474e-10,18.2319921039135
"267","1449425_at",-1.19089784554949,7.48692411457269,-14.4260259867707,2.52306214103522e-12,1.45600780722926e-10,18.2154160074177
"2226","1449204_at",2.15802474193976,7.2558465947157,14.1764398600083,3.5162059851416e-12,2.01133151132529e-10,17.8752547244105
"1529","1449232_at",1.22416992673805,7.71668761133247,14.1395189547958,3.69466050016383e-12,2.09503314100594e-10,17.8245060580503
"881","1418787_at",0.890047871555571,6.54571636107391,14.1242848013037,3.77102398108442e-12,2.11990063626306e-10,17.8035338056567
"335","1418913_at",1.16813531031164,6.84933132590462,14.0960978842922,3.91668819567274e-12,2.18296783965658e-10,17.7646797386101
"1215","1420388_at",1.17252287692156,7.55607646246588,13.9711022781679,4.63698932780189e-12,2.56252605140645e-10,17.5915898128542
"1565","1419417_at",-1.28434707801544,7.37770165407722,-13.8905584104517,5.17325501067871e-12,2.82156307980088e-10,17.4793665359053
"615","1448931_at",0.958451730615337,7.16986792830072,13.8821404321135,5.23292083588688e-12,2.82156307980088e-10,17.4676062402353
"2281","1425530_a_at",0.843151541131077,6.73926086252657,13.8817741293176,5.2355333945086e-12,2.82156307980088e-10,17.4670943635258
"6008","1454674_at",-1.39459627132221,8.53832974976371,-13.8451289158836,5.50389652390601e-12,2.92860857139186e-10,17.4158287643404
"670","1417929_at",1.24994882956835,6.59186383606872,13.8424616214649,5.52398181691763e-12,2.92860857139186e-10,17.4120928791669
"5957","1421694_a_at",-1.61965398072072,8.92727709062159,-13.8028185346851,5.83168314753573e-12,3.06680691976456e-10,17.3564968577024
"2794","1453056_at",0.882556616385865,7.46806907061668,13.756608795852,6.213045494992e-12,3.24122157382743e-10,17.2915236514829
"2411","1418678_at",-1.04835622336735,7.72782685996325,-13.6577568433596,7.1188143279837e-12,3.68426890736363e-10,17.1519219201069
"3553","1422567_at",1.26115577216489,6.86565308938627,13.6103807728098,7.60074785528621e-12,3.90271470585208e-10,17.0847190029404
"1376","1448942_at",-1.14649103137623,8.85515790873416,-13.5657249263013,8.08620604978757e-12,4.09282582929181e-10,17.0211974485545
"6359","1438417_at",0.953626923409146,7.00754098743857,13.5648061477874,8.0965270967435e-12,4.09282582929181e-10,17.0198887030674
"4188","1448489_at",0.937018019840551,7.7291774099607,13.5088546132895,8.7516794262962e-12,4.38997704145212e-10,16.9400509445221
"5538","1424303_at",1.06307942506519,7.16158880709575,13.4950914697668,8.92115498758974e-12,4.44082837206662e-10,16.9203704458605
"5072","1423537_at",-1.3727965533562,8.78401245642564,-13.42358356906,9.85845990137397e-12,4.87022856188331e-10,16.8178518009242
"940","1449058_at",-0.899837531485773,7.29044436180524,-13.3038540079048,1.16646767026961e-11,5.7191997577655e-10,16.6451919461124
"2642","1424624_at",0.849554236489015,7.39991773236218,13.2679177079354,1.22717088147118e-11,5.97192635677131e-10,16.5931209368742
"4718","1417376_a_at",-1.19711893799763,8.59234491363123,-13.2035424211559,1.34428850937927e-11,6.49341138493497e-10,16.499554158536
"525","1438115_a_at",1.2066304714134,9.93142646498554,13.1575835826255,1.43499024117564e-11,6.83173310679807e-10,16.4325275170823
"5135","1427682_a_at",-1.02485103960968,6.17308027335626,-13.1574406514822,1.43528206660226e-11,6.83173310679807e-10,16.4323187689084
"1575","1417719_at",-1.11176435330822,9.73780010979907,-13.1279236510414,1.4968934368723e-11,7.07336384191615e-10,16.3891702636293
"1749","1418868_at",-1.00048381391713,6.99597017921481,-13.0859717153599,1.58924398173134e-11,7.4557266222087e-10,16.3277085595043
"3447","1427133_s_at",0.862046609247497,7.26717189253259,13.020510686954,1.74538948342284e-11,8.12977487242881e-10,16.231485491771
"1367","1425525_a_at",0.851971094164705,7.28314424326635,12.8846298474811,2.12274747190307e-11,9.81733068388646e-10,16.0304979191153
"2348","1418733_at",-0.935220959272873,8.31801736535466,-12.8476393739161,2.23955439899338e-11,1.02846015745323e-09,15.9754886375394
"347","1417868_a_at",1.2552330248741,10.7935484875639,12.8321847313767,2.29032247872557e-11,1.04441908278108e-09,15.9524681100461
"5644","1419294_at",-0.924420857864764,7.05119473050834,-12.8197475555846,2.33204871946177e-11,1.05606178469515e-09,15.9339261298636
"3184","1436194_at",-0.963496469447631,7.82426579296821,-12.8037125801142,2.38701774988424e-11,1.07349949979277e-09,15.9099991026024
"4052","1416543_at",1.02623485548415,9.1260292829155,12.7705828286825,2.50490915854296e-11,1.11880223444237e-09,15.8604876295775
"2145","1438224_at",-0.822907544618528,7.33287494797865,-12.7540364777843,2.5660457360411e-11,1.13831185338259e-09,15.835721140286
"1943","1439078_at",-1.16625548629227,7.36944791786039,-12.7379519806848,2.62696750373455e-11,1.15746318188196e-09,15.8116213555173
"6503","1455447_at",-0.927913407670118,8.31830165413802,-12.6851927240811,2.83759950519678e-11,1.24187828009317e-09,15.7324002269113
"489","1448562_at",1.11291964226605,7.47802373360788,12.67054024588,2.8991664878865e-11,1.26036431116719e-09,15.7103521284144
"2842","1417937_at",-1.0598279079774,8.78134917544917,-12.6306406641882,3.07397558209283e-11,1.32750958747201e-09,15.6502109166983
"1789","1440218_at",0.933698152125912,6.59200720458435,12.6003682940714,3.21391404652135e-11,1.37881141430038e-09,15.6044802295288
"2160","1428540_at",-1.11216480215148,8.5493306918834,-12.5490221120689,3.46665025081986e-11,1.47751805788211e-09,15.5267151178697
"5480","1416006_at",-1.06860129618757,12.2068247785835,-12.4644949331172,3.92879334135881e-11,1.66361437525979e-09,15.3981469957282
"3595","1437173_at",-0.856208267775875,8.03196016693274,-12.4190181773433,4.20356762854817e-11,1.76411613777718e-09,15.3286910875618
"3153","1424842_a_at",-1.18797827501098,7.46596950921024,-12.4163586136505,4.22024409589388e-11,1.76411613777718e-09,15.3246229917843
"6309","1449540_at",1.0435008438415,6.68941533177992,12.4039641399983,4.29887615693894e-11,1.78553958085343e-09,15.3056552428545
"2578","1416693_at",-1.01955941393231,7.9277782817498,-12.3890742296322,4.39536210027523e-11,1.81406052252499e-09,15.2828489371779
"5851","1429726_at",0.770845742783144,6.79868430801878,12.37595173354,4.48226552684643e-11,1.82952379599151e-09,15.2627318715148
"4827","1424688_at",0.981525296872698,7.69174884221186,12.374954796865,4.48894045941791e-11,1.82952379599151e-09,15.2612028625767
"4614","1426306_a_at",-0.989660959196761,9.58150122058674,-12.2217163055258,5.64886271122502e-11,2.28711904042885e-09,15.0250255787997
"2082","1430890_at",0.927398628069658,6.45762917255059,12.2177077221737,5.68309643441301e-11,2.28711904042885e-09,15.018816449073
"154","1424223_at",0.896408113476496,7.87255678661274,12.2137717022069,5.71692077273275e-11,2.28711904042885e-09,15.0127181742075
"70","1428580_at",1.14773294187546,8.15071852630746,12.0961435562847,6.83085892744626e-11,2.71609945523641e-09,14.8297626051254
